sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,term,conceptId,conceptName,conceptClass,vocabulary,conceptCode,validStartDate,validEndDate,invalidReason,domains,additionalInformation
ng/kg/min,Nanograms per Kilogram per Minute,0,,0.7584048509597778,UNCHECKED,nanogram per kilogram,9602,nanogram per kilogram,Unit,UCUM,ng/kg,19700101,20991231,,Unit,
nmol/mg,Nanomoles per Milligram,0,,0.9161151051521301,UNCHECKED,nanomole per milligram,9611,nanomole per milligram,Unit,UCUM,nmol/mg,19700101,20991231,,Unit,
nmol/mL/h,Nanomoles per Milliliter per Hour,0,,0.8338169455528259,UNCHECKED,nanomole per hour and milliliter,44777631,nanomole per hour and milliliter,Unit,UCUM,nmol/h/mL,19700101,20991231,,Unit,
nmol/mmol,Nanomoles per Millilmole,0,,0.764613151550293,UNCHECKED,nanomole per milliliter,8843,nanomole per milliliter,Unit,UCUM,nmol/mL,19700101,20991231,,Unit,
{OD_unit},Optical Density,0,,0.2857843041419983,UNCHECKED,diopter,9291,diopter,Unit,UCUM,[diop],19700101,20991231,,Unit,
/cc,per Cubic Centimeter,0,,0.9147061705589294,UNCHECKED,cubic centimeter,44777662,cubic centimeter,Unit,UCUM,cm3,19700101,20991231,,Unit,
/kg,per Kilogram,0,,1.0,APPROVED,per kilogram,9252,per kilogram,Unit,UCUM,/kg,19700101,20991231,,Unit,
[psi],Pounds per Square Inch,0,,0.6893627047538757,UNCHECKED,square inch,9404,square inch,Unit,UCUM,[sin_i],19700101,20991231,,Unit,
RPM,Revolution per Minute,0,,0.6831098794937134,UNCHECKED,per minute,8541,per minute,Unit,UCUM,/min,19700101,20991231,,Unit,
yd2,Square Yard,0,,0.9979721307754517,APPROVED,square yard,9411,square yard,Unit,UCUM,[syd_i],19700101,20991231,,Unit,
U/L,Units per Liter,0,,0.6819027662277222,UNCHECKED,unit per liter,8645,unit per liter,Unit,UCUM,[U]/L,19700101,20991231,,Unit,
U/dL,Units per Deciliter,0,,0.7824480533599854,UNCHECKED,unit per deciliter,44777568,unit per deciliter,Unit,UCUM,[U]/dL,19700101,20991231,,Unit,
US RDA,United States Recommended Daily Allowance,0,,0.2176084816455841,UNCHECKED,unit,45756942,unit,Qualifier Value,SNOMED,3316411000001102,19700101,20991231,,Unit,
U/(2.h) dup,Units per 2 Hours dup,0,,0.47533971071243286,UNCHECKED,unit per 24 hours,44777567,unit per 24 hours,Unit,UCUM,[U]/(24.h),19700101,20991231,,Unit,
U/m3,Units per Cubed Meter,0,,0.5114530920982361,UNCHECKED,per cubical meter,44777520,per cubical meter,Canonical Unit,UCUM,m-3,19700101,20991231,,Unit,
U/kg/h,Units per Kilogram per Hour,0,,0.7989370822906494,UNCHECKED,microgram per kilogram per hour,9690,microgram per kilogram per hour,Unit,UCUM,ug/kg/h,19700101,20991231,,Unit,
U/min,Units per Minute,0,,0.7229663729667664,UNCHECKED,counts per minute,8483,counts per minute,Unit,UCUM,{counts}/min,19700101,20991231,,Unit,
Visits,Visits,0,,0.22423946857452393,UNCHECKED,tuberculin units/ML,45756922,tuberculin units/ML,Qualifier Value,SNOMED,10692511000001106,19700101,20991231,,Unit,
[yd_us],Yard,0,,0.5595554113388062,UNCHECKED,yard (US),9421,yard (US),Unit,UCUM,[yd_us],19700101,20991231,,Unit,
Applicator,Applicator,0,,1.0,APPROVED,applicator,45756970,applicator,Qualifier Value,SNOMED,3321011000001108,19700101,20991231,,Unit,
cP,Centipoise,0,,1.0,APPROVED,centipoise,8479,centipoise,Unit,UCUM,cP,19700101,20991231,,Unit,
CPY/uL,Copies per Microliter,0,,0.7667922377586365,UNCHECKED,per microliter,8647,per microliter,Unit,UCUM,/uL,19700101,20991231,,Unit,
[dr_av],Dram,0,,0.49822989106178284,UNCHECKED,gram,8504,gram,Unit,UCUM,g,19700101,20991231,,Unit,
EIA Index,EIA Index,0,,0.43483760952949524,UNCHECKED,EIA unit,8556,EIA unit,Unit,UCUM,[EIA'U],19700101,20991231,,Unit,
Envelope,Envelope,0,,0.2496170997619629,UNCHECKED,velocity of light,9272,velocity of light,Unit,UCUM,[c],19700101,20991231,,Unit,
g/g,Gram per Gram,0,,0.9435016512870789,APPROVED,gram per gram,9510,gram per gram,Unit,UCUM,g/g,19700101,20991231,,Unit,
g/spec,Grams per Specimen,0,,0.5834831595420837,UNCHECKED,microgram per specimen,9657,microgram per specimen,Unit,UCUM,ug/{spec},19700101,20991231,,Unit,
g/(5.h),Grams per 5 hours,0,,0.7957305312156677,UNCHECKED,gram per 5 hours,8791,gram per 5 hours,Unit,UCUM,g/(5.h),19700101,20991231,,Unit,
INR,International Normalized Ratio,0,,0.4173310101032257,UNCHECKED,of normal,8578,of normal,Unit,UCUM,[of'normal],19700101,20991231,,Unit,
[IU]/d,International Unit per Day,0,,0.7368049621582031,UNCHECKED,international unit per liter,8923,international unit per liter,Unit,UCUM,[iU]/L,19700101,20991231,,Unit,
[IU]/g,International Unit per Gram,0,,0.9958425760269165,APPROVED,international unit per gram,9333,international unit per gram,Unit,UCUM,[iU]/g,19700101,20991231,,Unit,
[iU]/min,International Unit per Minute,0,,0.7176233530044556,UNCHECKED,international unit per liter,8923,international unit per liter,Unit,UCUM,[iU]/L,19700101,20991231,,Unit,
JDK,JDK,0,,0.0,UNCHECKED,,0,,,,,,,,,This is an empty concept
kDa,Killodalton,0,,0.28900131583213806,UNCHECKED,synodal month,9583,synodal month,Unit,UCUM,mo_s,19700101,20991231,,Unit,
kU,Kilounits,0,,0.7119952440261841,UNCHECKED,kilounit per liter,8810,kilounit per liter,Unit,UCUM,10*3.[U]/L,19700101,20991231,,Unit,
MDV,Multiple Dose Vials,0,,0.5328700542449951,UNCHECKED,multiple of the median,8494,multiple of the median,Unit,UCUM,{MOM},19700101,20991231,,Unit,
ug/{specimen},Micrograms per Specimen,0,,0.7903475761413574,UNCHECKED,microgram per specimen,9657,microgram per specimen,Unit,UCUM,ug/{spec},19700101,20991231,,Unit,
umm,Micromillimeter,0,,0.79597407579422,UNCHECKED,millimeter,8588,millimeter,Unit,UCUM,mm,19700101,20991231,,Unit,
umol/dL,Micromoles per Deciliter,0,,0.903969407081604,UNCHECKED,micromole per deciliter,8839,micromole per deciliter,Unit,UCUM,umol/dL,19700101,20991231,,Unit,
umol/g,Micromoles per Gram,0,,0.8800805807113647,UNCHECKED,micromole per gram,9668,micromole per gram,Unit,UCUM,umol/g,19700101,20991231,,Unit,
umol/mL,Micromoles per Milliliters,0,,0.8773772120475769,UNCHECKED,micromole per milliliter,9673,micromole per milliliter,Unit,UCUM,umol/mL,19700101,20991231,,Unit,
u,Micron,0,,0.6466630101203918,UNCHECKED,micrometer,9666,micrometer,Unit,UCUM,um,19700101,20991231,,Unit,
mIU,MilliInternational Units,0,,0.6073790788650513,UNCHECKED,international unit,8718,international unit,Unit,UCUM,[iU],19700101,20991231,,Unit,
m[IU]/dL,MilliInternational Units per Deciliter,0,,0.6714062094688416,UNCHECKED,international unit per deciliter,9332,international unit per deciliter,Unit,UCUM,[iU]/dL,19700101,20991231,,Unit,
meq/min,Milliequivalents per Minute,0,,0.840046763420105,UNCHECKED,milliequivalent,9551,milliequivalent,Unit,UCUM,10*-3.eq,19700101,20991231,,Unit,
mg/mg,Milligrams per Milligram,0,,0.8038806319236755,UNCHECKED,per milligram,9256,per milligram,Unit,UCUM,/mg,19700101,20991231,,Unit,
mmol/dL,Millimoles per Deciliter,0,,0.9057256579399109,UNCHECKED,millimole per deciliter,9575,millimole per deciliter,Unit,UCUM,mmol/dL,19700101,20991231,,Unit,
mmol/mL,Millimoles per Milliliter,0,,0.8624513149261475,UNCHECKED,millimole per milliliter,45891014,millimole per milliliter,Unit,UCUM,mmol/mL,19700101,20991231,,Unit,
mmol/min,Millimoles per Minute,0,,0.7739868760108948,UNCHECKED,millimole per millimole,44777618,millimole per millimole,Unit,UCUM,mmol/mmol,19700101,20991231,,Unit,
10*6,Million,0,,1.0,APPROVED,million,8549,million,Unit,UCUM,10*6,19700101,20991231,,Unit,
ng/mL/h,Nanograms per Milliliter per Hour,0,,0.7715840339660645,UNCHECKED,nanogram per milliliter and hour,9020,nanogram per milliliter and hour,Unit,UCUM,ng/mL/h,19700101,20991231,,Unit,
ng/g,Nanograms per Gram,0,,0.7066482901573181,UNCHECKED,nanogram per gram,8701,nanogram per gram,Unit,UCUM,ng/g,19700101,20991231,,Unit,
nmol/dL,Nanomoles per Deciliter,0,,0.9020130038261414,UNCHECKED,nanomole per deciliter,9608,nanomole per deciliter,Unit,UCUM,nmol/dL,19700101,20991231,,Unit,
nmol/mL,Nanomoles per Milliliter,0,,0.9087021350860596,UNCHECKED,nanomole per milliliter,8843,nanomole per milliliter,Unit,UCUM,nmol/mL,19700101,20991231,,Unit,
/cm2,per Square Centimeter,0,,0.8991209864616394,UNCHECKED,unit per square centimeter,45891034,unit per square centimeter,Unit,UCUM,[U]/cm2,19700101,20991231,,Unit,
pmol/g,Picomoles per Gram,0,,0.6592409610748291,UNCHECKED,nanomole per gram,9609,nanomole per gram,Unit,UCUM,nmol/g,19700101,20991231,,Unit,
[pt_us],Pint,0,,0.42027348279953003,UNCHECKED,dry pint,9292,dry pint,Unit,UCUM,[dpt_us],19700101,20991231,,Unit,
[qt_us],Quart,0,,0.5750703811645508,UNCHECKED,dry quart,9293,dry quart,Unit,UCUM,[dqt_us],19700101,20991231,,Unit,
RBC,Red Blood Cells,0,,0.7939016222953796,UNCHECKED,thousand red blood cells,9434,thousand red blood cells,Unit,UCUM,10*3.{RBC},19700101,20991231,,Unit,
REV,Revolution,0,,0.33678925037384033,UNCHECKED,volume percent volume,45891010,volume percent volume,Unit,UCUM,{vol}%{vol},19700101,20991231,,Unit,
score,Score,0,,1.0,APPROVED,score,44777566,score,Unit,UCUM,[score],19700101,20991231,,Unit,
SLI Units,SLI Units,0,,0.3657264709472656,UNCHECKED,Somogyi unit,9405,Somogyi unit,Unit,UCUM,[smgy'U],19700101,20991231,,Unit,
umm2,Square Micromillimeter,0,,0.8993957042694092,UNCHECKED,square millimeter,9572,square millimeter,Unit,UCUM,mm2,19700101,20991231,,Unit,
SD,Standard Deviation,0,,0.45524388551712036,UNCHECKED,standard atmosphere,9454,standard atmosphere,Unit,UCUM,atm,19700101,20991231,,Unit,
Swab,Swab,0,,0.14755740761756897,UNCHECKED,watt,9678,watt,Unit,UCUM,W,19700101,20991231,,Unit,
K/mcL dup,Thousand per Microliter dup,0,,0.8650406002998352,UNCHECKED,thousand per microliter,8848,thousand per microliter,Unit,UCUM,10*3/uL,19700101,20991231,,Unit,
Todd U,Todd Units,0,,0.9439401030540466,APPROVED,Todd unit,9415,Todd unit,Unit,UCUM,[todd'U],19700101,20991231,,Unit,
U/day,Units per Day,0,,0.47288423776626587,UNCHECKED,day,8512,day,Unit,UCUM,d,19700101,20991231,,Unit,
U/mg,Units per Milligram,0,,0.8213324546813965,UNCHECKED,unit per milligram,45891030,unit per milligram,Unit,UCUM,[U]/mg,19700101,20991231,,Unit,
U/TV,Units per Total Volume,0,,0.6031367182731628,UNCHECKED,microgram per total volume,9658,microgram per total volume,Unit,UCUM,ug/{tot'vol},19700101,20991231,,Unit,
Amount,Amount,0,,0.35410234332084656,UNCHECKED,per total count,9237,per total count,Unit,UCUM,/{tot},19700101,20991231,,Unit,
Book,Book,0,,0.16245101392269135,UNCHECKED,stokes,9644,stokes,Unit,UCUM,St,19700101,20991231,,Unit,
Cylinder,Cylinder,0,,1.0,APPROVED,cylinder,45756947,cylinder,Qualifier Value,SNOMED,3317311000001107,19700101,20991231,,Unit,
Drum,Drum,0,,0.1402275115251541,UNCHECKED,drop,45756933,drop,Qualifier Value,SNOMED,10693611000001100,19700101,20991231,,Unit,
fr,French,0,,0.6318550705909729,UNCHECKED,pouce french inch,9386,pouce french inch,Unit,UCUM,[pouce],19700101,20991231,,Unit,
g/h,Grams per Hour,0,,0.6771595478057861,UNCHECKED,gram per hour,44777594,gram per hour,Unit,UCUM,g/h,19700101,20991231,,Unit,
g/min,Grams per Minute,0,,0.6641581058502197,UNCHECKED,per minute,8541,per minute,Unit,UCUM,/min,19700101,20991231,,Unit,
Gauge,Gauge,0,,0.4462012052536011,UNCHECKED,Gauss,9502,Gauss,Unit,UCUM,G,19700101,20991231,,Unit,
Kaplow,Kaplow,0,,0.1691991239786148,UNCHECKED,katal,9526,katal,Unit,UCUM,kat,19700101,20991231,,Unit,
kCal/kg,Kilocalories per Kilogram,0,,0.7979558110237122,UNCHECKED,per kilogram,9252,per kilogram,Unit,UCUM,/kg,19700101,20991231,,Unit,
Level,Level,0,,0.23617947101593018,UNCHECKED,sievert,9645,sievert,Unit,UCUM,Sv,19700101,20991231,,Unit,
{Log_IU}/mL,Log International Unit per Milliliter,0,,0.9845906496047974,APPROVED,log international unit per milliliter,9084,log international unit per milliliter,Unit,UCUM,lg([iU])/mL,19700101,20991231,,Unit,
ug/mg/h,Micrograms per Milligram per Hour,0,,0.7653740644454956,UNCHECKED,microgram per milligram,8838,microgram per milligram,Unit,UCUM,ug/mg,19700101,20991231,,Unit,
ug/mL/h,Micrograms per Milliliter per Hour,0,,0.7428628206253052,UNCHECKED,microgram per milliliter,8859,microgram per milliliter,Unit,UCUM,ug/mL,19700101,20991231,,Unit,
umol,Micromole,0,,1.0,APPROVED,micromole,9667,micromole,Unit,UCUM,umol,19700101,20991231,,Unit,
umol/day,Micromoles per Day,0,,0.6701914072036743,UNCHECKED,micromole,9667,micromole,Unit,UCUM,umol,19700101,20991231,,Unit,
mL/spec,Milliliters per Specimen,0,,0.8670047521591187,UNCHECKED,milliliter per specimen,8675,milliliter per specimen,Unit,UCUM,mL/{spec},19700101,20991231,,Unit,
mmol/spec,Millimoles per Specimen,0,,0.89780193567276,UNCHECKED,millimole per specimen,44777615,millimole per specimen,Unit,UCUM,mmol/{spec},19700101,20991231,,Unit,
nm/L,Nanometers per Liter,0,,0.6511756777763367,UNCHECKED,nanometer,8577,nanometer,Unit,UCUM,nm,19700101,20991231,,Unit,
nmol/day,Nanomoles per Day,0,,0.6603041291236877,UNCHECKED,nanomole,9607,nanomole,Unit,UCUM,nmol,19700101,20991231,,Unit,
nmol/h,Nanomoles per Hour,0,,0.7297577261924744,UNCHECKED,nanomole per hour and liter,44777630,nanomole per hour and liter,Unit,UCUM,nmol/h/L,19700101,20991231,,Unit,
/TV,per Total Volume,0,,0.7287142872810364,UNCHECKED,microgram per total volume,9658,microgram per total volume,Unit,UCUM,ug/{tot'vol},19700101,20991231,,Unit,
pg/mg,Picograms per Milligram,0,,0.7111081480979919,UNCHECKED,per milligram,9256,per milligram,Unit,UCUM,/mg,19700101,20991231,,Unit,
pg/mg/min,Picograms per Milligram per Minute,0,,0.7846782803535461,UNCHECKED,milligram per minute,44777611,milligram per minute,Unit,UCUM,mg/min,19700101,20991231,,Unit,
pmol,Picomole,0,,1.0,APPROVED,picomole,9630,picomole,Unit,UCUM,pmol,19700101,20991231,,Unit,
Ream,Ream,0,,0.20284001529216766,UNCHECKED,gram of creatinine,44777596,gram of creatinine,Unit,UCUM,g{creat},19700101,20991231,,Unit,
RIV,Rubella Index Value,0,,0.6172165274620056,UNCHECKED,lyme index value,44777565,lyme index value,Unit,UCUM,[LIV],19700101,20991231,,Unit,
TIV,Toxoplasma Index Value,0,,0.5546788573265076,UNCHECKED,lyme index value,44777565,lyme index value,Unit,UCUM,[LIV],19700101,20991231,,Unit,
Abs,Absorbency,0,,0.5606667399406433,UNCHECKED,radiation absorbed dose,9637,radiation absorbed dose,Unit,UCUM,RAD,19700101,20991231,,Unit,
Ao,Angstrom,0,,1.0,APPROVED,Angstrom,9452,Angstrom,Unit,UCUM,Ang,19700101,20991231,,Unit,
Bases,Bases,0,,0.5442850589752197,UNCHECKED,baseline,8568,baseline,Unit,UCUM,{baseline},19700101,20991231,,Unit,
Bt,Beat,0,,0.4370085597038269,UNCHECKED,heartbeat,8581,heartbeat,Unit,UCUM,{hb},19700101,20991231,,Unit,
cmH2O/L/sec,Centimeters of Water per Liter per Second,0,,0.5773810744285583,UNCHECKED,meter per second,44777606,meter per second,Unit,UCUM,m/s,19700101,20991231,,Unit,
$/day,Dollars per Day,0,,0.4238896369934082,UNCHECKED,day,8512,day,Unit,UCUM,d,19700101,20991231,,Unit,
$/h,Dollars per Hour,0,,0.6202135682106018,UNCHECKED,per hour,44777557,per hour,Unit,UCUM,/h,19700101,20991231,,Unit,
$/min,Dollars per Minute,0,,0.6502078771591187,UNCHECKED,per minute,8541,per minute,Unit,UCUM,/min,19700101,20991231,,Unit,
$/mo,Dollars per Month,0,,0.5894383192062378,UNCHECKED,per month,44777658,per month,Unit,UCUM,/mo,19700101,20991231,,Unit,
$/sec,Dollars per Second,0,,0.6325108408927917,UNCHECKED,per second,44777659,per second,Unit,UCUM,/s,19700101,20991231,,Unit,
$/unit,Dollars per Unit,0,,0.3762127161026001,UNCHECKED,unit,45756942,unit,Qualifier Value,SNOMED,3316411000001102,19700101,20991231,,Unit,
$/wk,Dollars per Week,0,,0.729485809803009,UNCHECKED,per week,44777559,per week,Unit,UCUM,/w,19700101,20991231,,Unit,
$/yr,Dollars per Year,0,,0.7545873522758484,UNCHECKED,per year,44777560,per year,Unit,UCUM,/y,19700101,20991231,,Unit,
dyn,Dynes,0,,0.9475811719894409,APPROVED,dyne,9488,dyne,Unit,UCUM,dyn,19700101,20991231,,Unit,
dyn/sec/cm5,Dynes per Second per Centimeter5,0,,0.45021384954452515,UNCHECKED,meter per second,44777606,meter per second,Unit,UCUM,m/s,19700101,20991231,,Unit,
dyn/sec/cm-5/m2,Dynes per Second per Centimeter5 per Square Meter,0,,0.5586059093475342,UNCHECKED,meter per square second,44777607,meter per square second,Unit,UCUM,m/s2,19700101,20991231,,Unit,
dyn/sec/cm2,Dynes per Second per Square Centimeter,0,,0.7454893589019775,UNCHECKED,meter per square second,44777607,meter per square second,Unit,UCUM,m/s2,19700101,20991231,,Unit,
Euro,Euros,0,,0.14638729393482208,UNCHECKED,microsecond,9676,microsecond,Unit,UCUM,us,19700101,20991231,,Unit,
Film,Film,0,,1.0,APPROVED,film,45756932,film,Qualifier Value,SNOMED,10693511000001104,19700101,20991231,,Unit,
g.m/{beat},Gram-meter per Beat,0,,0.8494477868080139,UNCHECKED,gram-meter per heart beat,9507,gram-meter per heart beat,Unit,UCUM,g.m/{hb},19700101,20991231,,Unit,
gm-m/beat/cm2,Gram-meter per Beat per Square Centimeter,0,,0.8263705372810364,UNCHECKED,gram-meter per heart beat per square meter,9505,gram-meter per heart beat per square meter,Unit,UCUM,g.m/({hb}.m2),19700101,20991231,,Unit,
g.m/({hb}.m2),Gram-meter per Beat per Square Meter,0,,0.8882073163986206,UNCHECKED,gram-meter per heart beat per square meter,9505,gram-meter per heart beat per square meter,Unit,UCUM,g.m/({hb}.m2),19700101,20991231,,Unit,
gm-m/m2,Gram-meter per Square Meter,0,,0.8298159837722778,UNCHECKED,gram-meter per heart beat per square meter,9505,gram-meter per heart beat per square meter,Unit,UCUM,g.m/({hb}.m2),19700101,20991231,,Unit,
g/hgb/L,Grams per Hemoglobin per Liter,0,,0.6222823262214661,UNCHECKED,gram of hemoglobin,44777597,gram of hemoglobin,Unit,UCUM,g{HGB},19700101,20991231,,Unit,
g/kg/h,Grams per Kilogram per Hour,0,,0.7974967956542969,UNCHECKED,microgram per kilogram per hour,9690,microgram per kilogram per hour,Unit,UCUM,ug/kg/h,19700101,20991231,,Unit,
g/kg/min,Grams per Kilogram per Minute,0,,0.7830813527107239,UNCHECKED,milligram per kilogram per minute,9692,milligram per kilogram per minute,Unit,UCUM,mg/kg/min,19700101,20991231,,Unit,
KP,Kilobase,0,,0.5521340370178223,UNCHECKED,kilogram,9529,kilogram,Unit,UCUM,kg,19700101,20991231,,Unit,
KBP,Kilobase Pairs,0,,0.43089184165000916,UNCHECKED,kilogram,9529,kilogram,Unit,UCUM,kg,19700101,20991231,,Unit,
kCal/kg/24hr,Kilocalories per Kilogram per Day,0,,0.7222265005111694,UNCHECKED,gram per kilogram,9512,gram per kilogram,Unit,UCUM,g/kg,19700101,20991231,,Unit,
kCal/kg/h,Kilocalories per Kilogram per Hour,0,,0.7682806849479675,UNCHECKED,microgram per kilogram per hour,9690,microgram per kilogram per hour,Unit,UCUM,ug/kg/h,19700101,20991231,,Unit,
kg-meter,Kilogram-meter,0,,0.8270711898803711,UNCHECKED,gram-meter,9504,gram-meter,Unit,UCUM,g.m,19700101,20991231,,Unit,
kg-meter/m2,Kilogram-meter per Square Meter,0,,0.7924570441246033,UNCHECKED,kilogram per square meter,9531,kilogram per square meter,Unit,UCUM,kg/m2,19700101,20991231,,Unit,
kJ,Kilojoules,0,,0.5115153193473816,UNCHECKED,joule,9522,joule,Unit,UCUM,J,19700101,20991231,,Unit,
L/h,Liter per Hour,0,,0.9841368794441223,APPROVED,liter per hour,44777603,liter per hour,Unit,UCUM,L/h,19700101,20991231,,Unit,
L/min/m2,Liter per Minute per Square Meter,0,,0.7880165576934814,UNCHECKED,per square meter,9255,per square meter,Unit,UCUM,/m2,19700101,20991231,,Unit,
Mb,Megabase,0,,0.4885397255420685,UNCHECKED,megasecond,9592,megasecond,Unit,UCUM,Ms,19700101,20991231,,Unit,
ug/m2/24hr,Micrograms per Square Meter per Day,0,,0.7850539684295654,UNCHECKED,microgram per square meter,9663,microgram per square meter,Unit,UCUM,ug/m2,19700101,20991231,,Unit,
umol/mol,Micromoles per Mole,0,,0.8213949203491211,UNCHECKED,micromole per mole,9674,micromole per mole,Unit,UCUM,umol/mol,19700101,20991231,,Unit,
uU,Microunit,0,,0.7234905362129211,UNCHECKED,microunit per liter,8750,microunit per liter,Unit,UCUM,10*-6.[U]/L,19700101,20991231,,Unit,
miles,Miles,0,,0.49303576350212097,UNCHECKED,statute mile,9362,statute mile,Unit,UCUM,[mi_i],19700101,20991231,,Unit,
mA,Milliamps,0,,0.4648495316505432,UNCHECKED,million,8549,million,Unit,UCUM,10*6,19700101,20991231,,Unit,
mCi,MilliCuries,0,,0.9587376117706299,APPROVED,millicurie,44819154,millicurie,Unit,UCUM,mCi,19700101,20991231,,Unit,
mCi/kg,MilliCuries per Kilogram,0,,0.7550095915794373,UNCHECKED,per kilogram,9252,per kilogram,Unit,UCUM,/kg,19700101,20991231,,Unit,
mg-m/beat,Milligram-meters per Beat,0,,0.6938825845718384,UNCHECKED,gram-meter,9504,gram-meter,Unit,UCUM,g.m,19700101,20991231,,Unit,
mg/kg/min,Milligrams per Kilogram per Minute,0,,0.8672377467155457,UNCHECKED,milligram per kilogram per minute,9692,milligram per kilogram per minute,Unit,UCUM,mg/kg/min,19700101,20991231,,Unit,
mg/mmol,Milligrams per Millimole,0,,0.7881641983985901,UNCHECKED,milligram per millimole,44777612,milligram per millimole,Unit,UCUM,mg/mmol,19700101,20991231,,Unit,
mIU/h,MilliInternational Units per Hour,0,,0.638489842414856,UNCHECKED,international unit per hour,9687,international unit per hour,Unit,UCUM,[iU]/h,19700101,20991231,,Unit,
mL/{h'b},Milliliters per Beat,0,,0.7019888758659363,UNCHECKED,milliliter per heart beat,9569,milliliter per heart beat,Unit,UCUM,mL/{hb},19700101,20991231,,Unit,
mL/cm H2O dup,Milliliter per Centimeter Water dup,0,,0.5825475454330444,UNCHECKED,milliliter per milliliter,45891033,milliliter per milliliter,Unit,UCUM,mL/mL,19700101,20991231,,Unit,
mL/cm H2O/L/S,Milliliters per Centimeter of Water per Liter per Second,0,,0.6649389863014221,UNCHECKED,milliliter per second,44777614,milliliter per second,Unit,UCUM,mL/s,19700101,20991231,,Unit,
mL/min/1.73,Milliliters per Minute per 1.73,0,,0.7290974855422974,UNCHECKED,milliliter per minute per 1.73 square meter,9117,milliliter per minute per 1.73 square meter,Unit,UCUM,mL/min/1.73.m2,19700101,20991231,,Unit,
mL/min/1.73m2,Milliliters per Minute per 1.73 Square Meter,0,,0.9361962080001831,APPROVED,milliliter per minute per 1.73 square meter,9117,milliliter per minute per 1.73 square meter,Unit,UCUM,mL/min/1.73.m2,19700101,20991231,,Unit,
mL/m2,Milliliters per Square Meter,0,,0.7408550977706909,UNCHECKED,per square meter,9255,per square meter,Unit,UCUM,/m2,19700101,20991231,,Unit,
mL/m2/beat,Milliliters per Square Meter per Beat,0,,0.6801152229309082,UNCHECKED,per square meter,9255,per square meter,Unit,UCUM,/m2,19700101,20991231,,Unit,
mmol/kg/day,Millimoles per Kilogram per Day,0,,0.8252081871032715,UNCHECKED,millimole per kilogram,9577,millimole per kilogram,Unit,UCUM,mmol/kg,19700101,20991231,,Unit,
mmol/kg/h,Millimoles per Kilogram per Hour,0,,0.8249494433403015,UNCHECKED,millimole per kilogram,9577,millimole per kilogram,Unit,UCUM,mmol/kg,19700101,20991231,,Unit,
mmol/kg/min,Millimoles per Kilogram per Minute,0,,0.8152270913124084,UNCHECKED,millimole per kilogram,9577,millimole per kilogram,Unit,UCUM,mmol/kg,19700101,20991231,,Unit,
mmol/m2,Millimoles per Square Meter,0,,0.9374275207519531,APPROVED,millimole per square meter,9578,millimole per square meter,Unit,UCUM,mmol/m2,19700101,20991231,,Unit,
mosm/kg H2O,Milliosmoles per Kilogram Water,0,,0.8390684127807617,UNCHECKED,milliosmole per kilogram,8862,milliosmole per kilogram,Unit,UCUM,mosm/kg,19700101,20991231,,Unit,
munit/g,Milliunit per Gram,0,,1.0,APPROVED,milliunit per gram,9594,milliunit per gram,Unit,UCUM,10*-3.[U]/g,19700101,20991231,,Unit,
mV,Millivolts,0,,0.7517389059066772,UNCHECKED,bel millivolt,9459,bel millivolt,Unit,UCUM,B[mV],19700101,20991231,,Unit,
ng/kg,Nanograms per Kilogram,0,,0.7988615036010742,UNCHECKED,nanogram per kilogram,9602,nanogram per kilogram,Unit,UCUM,ng/kg,19700101,20991231,,Unit,
ng/uL,Nanograms per Microliter,0,,0.6447912454605103,UNCHECKED,per microliter,8647,per microliter,Unit,UCUM,/uL,19700101,20991231,,Unit,
nM Dpd/mM,Nanomoles Dihydropyrimidine Dehydrogenase per Millimolar,0,,0.5379334688186646,UNCHECKED,nanomole per millimole,9612,nanomole per millimole,Unit,UCUM,nmol/mmol,19700101,20991231,,Unit,
pbpm,Pacing Rate (Pacing Beats per Minute),0,,0.4511030316352844,UNCHECKED,per minute,8541,per minute,Unit,UCUM,/min,19700101,20991231,,Unit,
Pair,Pair,0,,0.12864746153354645,UNCHECKED,grain,9319,grain,Unit,UCUM,[gr],19700101,20991231,,Unit,
GBP,Pounds Sterling,0,,0.241175577044487,UNCHECKED,pound (US),8739,pound (US),Unit,UCUM,[lb_us],19700101,20991231,,Unit,
SS,Sliding Scale,0,,0.2353796511888504,UNCHECKED,pascal,9623,pascal,Unit,UCUM,Pa,19700101,20991231,,Unit,
Stones,Stones,0,,0.882324755191803,UNCHECKED,stone,9410,stone,Unit,UCUM,[stone_av],19700101,20991231,,Unit,
Tray,Tray,0,,0.7232698798179626,UNCHECKED,gray,9519,gray,Unit,UCUM,Gy,19700101,20991231,,Unit,
Treatment,Treatment,0,,0.21288463473320007,UNCHECKED,standard atmosphere,9454,standard atmosphere,Unit,UCUM,atm,19700101,20991231,,Unit,
U/kg/min,Units per Kilogram per Minute,0,,0.7844484448432922,UNCHECKED,milligram per kilogram per minute,9692,milligram per kilogram per minute,Unit,UCUM,mg/kg/min,19700101,20991231,,Unit,
U/mL/h,Units per Milliliter per Hour,0,,0.8055275082588196,UNCHECKED,milliliter per hour,44777613,milliliter per hour,Unit,UCUM,mL/h,19700101,20991231,,Unit,
U/m2/day,Units per Square Meter per Day,0,,0.7553547620773315,UNCHECKED,per square meter,9255,per square meter,Unit,UCUM,/m2,19700101,20991231,,Unit,
