sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,term,conceptId,conceptName,conceptClass,vocabulary,conceptCode,validStartDate,validEndDate,invalidReason,domains,additionalInformation
pmol/mL/h,Picomoles per Milliliter per Hour,0,,0.7927175760269165,UNCHECKED,picomole per milliliter,9632,picomole per milliliter,Unit,UCUM,pmol/mL,19700101,20991231,,Unit,
Plaster,Plaster,0,,1.0,APPROVED,plaster,45756969,plaster,Qualifier Value,SNOMED,3320711000001102,19700101,20991231,,Unit,
GBP/annum,Pounds Sterling per Annum,0,,0.19357851147651672,UNCHECKED,pound (US),8739,pound (US),Unit,UCUM,[lb_us],19700101,20991231,,Unit,
GBP/day,Pounds Sterling per Day,0,,0.3201455771923065,UNCHECKED,day,8512,day,Unit,UCUM,d,19700101,20991231,,Unit,
GBP/h,Pounds Sterling per Hour,0,,0.4700901210308075,UNCHECKED,per hour,44777557,per hour,Unit,UCUM,/h,19700101,20991231,,Unit,
GBP/mo,Pounds Sterling per Month,0,,0.43964171409606934,UNCHECKED,per month,44777658,per month,Unit,UCUM,/mo,19700101,20991231,,Unit,
GBP/wk,Pounds Sterling per Week,0,,0.5818610787391663,UNCHECKED,per week,44777559,per week,Unit,UCUM,/w,19700101,20991231,,Unit,
Protein/kg,Protein per Kilogram,0,,0.8406193256378174,UNCHECKED,per kilogram,9252,per kilogram,Unit,UCUM,/kg,19700101,20991231,,Unit,
RLU,Relative Light Units,0,,0.5067785978317261,UNCHECKED,relative,8598,relative,Unit,UCUM,{relative},19700101,20991231,,Unit,
Sample Cut-off,Sample Over Cut-off,0,,0.23675738275051117,UNCHECKED,milligram per sample,8776,milligram per sample,Unit,UCUM,mg/{sample},19700101,20991231,,Unit,
m2/day,Square Meters per Day,0,,0.7451847791671753,UNCHECKED,square meter,8617,square meter,Unit,UCUM,m2,19700101,20991231,,Unit,
Straw,Straw,0,,1.0,APPROVED,straw,45756987,straw,Qualifier Value,SNOMED,8091911000001102,19700101,20991231,,Unit,
Tabs,Tabs,0,,0.2933977246284485,UNCHECKED,tablet,9431,tablet,Unit,UCUM,{tbl},19700101,20991231,,Unit,
{TSI_index},Thyroid-Stimulating Immunoglobulin Index,0,,0.2540426552295685,UNCHECKED,microunit per liter of thyroid stimulationg hormone (TSH),9163,microunit per liter of thyroid stimulationg hormone (TSH),Unit,UCUM,10*-6.[U]/L{TSH},19700101,20991231,,Unit,
Torr,Torr,0,,0.20176959037780762,UNCHECKED,generator,45756984,generator,Qualifier Value,SNOMED,8091011000001101,19700101,20991231,,Unit,
Tot/mechanical,Total per Mechanical,0,,0.32356083393096924,UNCHECKED,per total count,9237,per total count,Unit,UCUM,/{tot},19700101,20991231,,Unit,
ugE1/g,Micrograms E1 per Gram,0,,0.5114875435829163,UNCHECKED,microgram per gram,8720,microgram per gram,Unit,UCUM,ug/g,19700101,20991231,,Unit,
10*10,10 Billion,0,,0.6840453147888184,UNCHECKED,billion,44777660,billion,Unit,UCUM,10*9,19700101,20991231,,Unit,
U/mm,Units per Millimeter,0,,0.6811295747756958,UNCHECKED,millimeter,8588,millimeter,Unit,UCUM,mm,19700101,20991231,,Unit,
U/mmol,Units per Millimole,0,,0.7846227884292603,UNCHECKED,millimole per millimole,44777618,millimole per millimole,Unit,UCUM,mmol/mmol,19700101,20991231,,Unit,
U/Collection,Units per Collection,0,,0.3864774703979492,UNCHECKED,unit,45756942,unit,Qualifier Value,SNOMED,3316411000001102,19700101,20991231,,Unit,
10*12/L,Trillion per Liter,0,,0.9933323264122009,APPROVED,trillion per liter,8734,trillion per liter,Unit,UCUM,10*12/L,19700101,20991231,,Unit,
10*3/uL,Thousand per Microlitre,0,,0.9205707311630249,UNCHECKED,thousand per microliter,8848,thousand per microliter,Unit,UCUM,10*3/uL,19700101,20991231,,Unit,
10*6/L,Million per Liter,0,,0.9929760098457336,APPROVED,million per liter,9442,million per liter,Unit,UCUM,10*6/L,19700101,20991231,,Unit,
10*6/uL,Million per Microliter,0,,0.9902943968772888,APPROVED,million per microliter,8815,million per microliter,Unit,UCUM,10*6/uL,19700101,20991231,,Unit,
10*6/spec,Million per Specimen,0,,0.9968208074569702,APPROVED,million per specimen,9441,million per specimen,Unit,UCUM,10*6/{spec},19700101,20991231,,Unit,
10*9/L,Billion per Liter,0,,0.9928446412086487,APPROVED,billion per liter,9444,billion per liter,Unit,UCUM,10*9/L,19700101,20991231,,Unit,
AI,Adequate Intake (AI),0,,0.22459030151367188,UNCHECKED,percent uptake,8649,percent uptake,Unit,UCUM,%{uptake},19700101,20991231,,Unit,
J,Joule,0,,1.0,APPROVED,joule,9522,joule,Unit,UCUM,J,19700101,20991231,,Unit,
{Log_IU},Log International Unit,0,,0.796922504901886,UNCHECKED,international unit,8718,international unit,Unit,UCUM,[iU],19700101,20991231,,Unit,
uCi,Microcuries,0,,0.6151900291442871,UNCHECKED,curie,9480,curie,Unit,UCUM,Ci,19700101,20991231,,Unit,
OD Ratio,Optical Densities Ratio (OD Ratio),0,,0.20169365406036377,UNCHECKED,ratio unit,8606,ratio unit,Unit,UCUM,[ratio'U],19700101,20991231,,Unit,
{s_co_ratio},Signal Cutoff Ratio,0,,0.913672685623169,UNCHECKED,signal to cutoff ratio,8779,signal to cutoff ratio,Unit,UCUM,{signal}/[{CO'ratio}],19700101,20991231,,Unit,
Threshold,Threshold,0,,0.45181259512901306,UNCHECKED,mesh,9359,mesh,Unit,UCUM,[mesh_i],19700101,20991231,,Unit,
W,Watt,0,,1.0,APPROVED,watt,9678,watt,Unit,UCUM,W,19700101,20991231,,Unit,
[bbl_us],Barrel,0,,1.0,APPROVED,barrel,9261,barrel,Unit,UCUM,[bbl_us],19700101,20991231,,Unit,
[bf_i],Board Foot,0,,1.0,APPROVED,board foot,9263,board foot,Unit,UCUM,[bf_i],19700101,20991231,,Unit,
[crd_us],Cord,0,,0.4175282418727875,UNCHECKED,score,44777566,score,Unit,UCUM,[score],19700101,20991231,,Unit,
[cft_i],Cubic Foot,0,,1.0,APPROVED,cubic foot,9277,cubic foot,Unit,UCUM,[cft_i],19700101,20991231,,Unit,
[cin_i],Cubic Inch,0,,1.0,APPROVED,cubic inch,9283,cubic inch,Unit,UCUM,[cin_i],19700101,20991231,,Unit,
[cyd_i],Cubic Yard,0,,1.0,APPROVED,cubic yard,9288,cubic yard,Unit,UCUM,[cyd_i],19700101,20991231,,Unit,
hL,Hectoliter,0,,1.0,APPROVED,hectoliter,9520,hectoliter,Unit,UCUM,hL,19700101,20991231,,Unit,
kL,Kiloliter,0,,1.0,APPROVED,kiloliter,9535,kiloliter,Unit,UCUM,kL,19700101,20991231,,Unit,
pL,Picoliter,0,,1.0,APPROVED,picoliter,9628,picoliter,Unit,UCUM,pL,19700101,20991231,,Unit,
{count},Count,0,,0.6313021183013916,UNCHECKED,per total count,9237,per total count,Unit,UCUM,/{tot},19700101,20991231,,Unit,
Ci,Curie,0,,1.0,APPROVED,curie,9480,curie,Unit,UCUM,Ci,19700101,20991231,,Unit,
{ElisaU}/mL,Elisa Units per Milliliter,0,,0.8650760650634766,UNCHECKED,ELISA unit per milliliter,9426,ELISA unit per milliliter,Unit,UCUM,[ELU]/mL,19700101,20991231,,Unit,
g/[100]g,Gram per 100 Gram,0,,0.9530028104782104,APPROVED,gram per 100 gram,9508,gram per 100 gram,Unit,UCUM,g/100.g,19700101,20991231,,Unit,
kg/L,Kilograms Per Liter,0,,0.7765809297561646,UNCHECKED,kilogram per liter,9530,kilogram per liter,Unit,UCUM,kg/L,19700101,20991231,,Unit,
kg/mol,Kilograms Per Mole,0,,0.7779762744903564,UNCHECKED,kilogram per mole,9533,kilogram per mole,Unit,UCUM,kg/mol,19700101,20991231,,Unit,
k[iU]/mL,KiloInternational Units per Milliliter,0,,0.7479457259178162,UNCHECKED,international unit per milliliter,8985,international unit per milliliter,Unit,UCUM,[iU]/mL,19700101,20991231,,Unit,
m[Hg],Meter of Mercury Column,0,,0.9970213174819946,APPROVED,meter of mercury column,9548,meter of mercury column,Unit,UCUM,m[Hg],19700101,20991231,,Unit,
m[H2O],Meter of Water Column,0,,0.9856588840484619,APPROVED,meter of water column,9547,meter of water column,Unit,UCUM,m[H2O],19700101,20991231,,Unit,
ueq/L dup,Microequivalents per Liter dup,0,,0.8583279252052307,UNCHECKED,microequivalent per liter,8875,microequivalent per liter,Unit,UCUM,10*-6.eq/L,19700101,20991231,,Unit,
ueq/mL,Microequivalents per MilliLiter,0,,0.9364716410636902,APPROVED,microequivalent per milliliter,9654,microequivalent per milliliter,Unit,UCUM,10*-6.eq/mL,19700101,20991231,,Unit,
ug/ng,Micrograms per Nanogram,0,,0.7613856196403503,UNCHECKED,microgram per nanogram,9664,microgram per nanogram,Unit,UCUM,ug/ng,19700101,20991231,,Unit,
umol/mg,Micromoles per Milligram,0,,0.9134209752082825,UNCHECKED,micromole per milligram,9670,micromole per milligram,Unit,UCUM,umol/mg,19700101,20991231,,Unit,
umol/min/g,Micromoles per Minute per Gram,0,,0.8445305228233337,UNCHECKED,micromole per minute and gram,9672,micromole per minute and gram,Unit,UCUM,umol/min/g,19700101,20991231,,Unit,
meq/g,MilliEquivalents per Gram,0,,0.928916335105896,UNCHECKED,milliequivalent per gram,9554,milliequivalent per gram,Unit,UCUM,10*-3.eq/g,19700101,20991231,,Unit,
mmol/dL dup,Millimoles per Deciliter dup,0,,0.8185846209526062,UNCHECKED,millimole per deciliter,9575,millimole per deciliter,Unit,UCUM,mmol/dL,19700101,20991231,,Unit,
mmol/g,Millimoles per Gram,0,,0.8965980410575867,UNCHECKED,millimole per gram,9576,millimole per gram,Unit,UCUM,mmol/g,19700101,20991231,,Unit,
mol/m3,Moles per Cubic Meter,0,,0.9063482880592346,UNCHECKED,mole per cubic meter,9587,mole per cubic meter,Unit,UCUM,mol/m3,19700101,20991231,,Unit,
mol/kg,Moles per Kilogram,0,,0.9113919138908386,UNCHECKED,mole per kilogram,9585,mole per kilogram,Unit,UCUM,mol/kg,19700101,20991231,,Unit,
nmol/mol,Nanomoles per Mole,0,,0.817045271396637,UNCHECKED,nanomole per mole,9614,nanomole per mole,Unit,UCUM,nmol/mol,19700101,20991231,,Unit,
ns,Nanosecond,0,,1.0,APPROVED,nanosecond,9616,nanosecond,Unit,UCUM,ns,19700101,20991231,,Unit,
N,Newton,0,,1.0,APPROVED,newton,9599,newton,Unit,UCUM,N,19700101,20991231,,Unit,
{#},Number,0,,0.8431680202484131,UNCHECKED,number ten,9433,number ten,Unit,UCUM,10*,19700101,20991231,,Unit,
/dL,per Deciliter,0,,0.9982801675796509,APPROVED,per deciliter,9245,per deciliter,Unit,UCUM,/dL,19700101,20991231,,Unit,
/mg,per Milligram,0,,1.0,APPROVED,per milligram,9256,per milligram,Unit,UCUM,/mg,19700101,20991231,,Unit,
/m2,per Square Meter,0,,0.9990513920783997,APPROVED,per square meter,9255,per square meter,Unit,UCUM,/m2,19700101,20991231,,Unit,
[pH],pH,0,,1.0,APPROVED,pH,8482,pH,Unit,UCUM,pH,19700101,20991231,,Unit,
pg/L,Picograms per Liter,0,,0.7478500008583069,UNCHECKED,picogram per liter,9625,picogram per liter,Unit,UCUM,pg/L,19700101,20991231,,Unit,
pg/mm,Picograms per Millimeter,0,,0.8139299750328064,UNCHECKED,picogram per millimeter,9626,picogram per millimeter,Unit,UCUM,pg/mm,19700101,20991231,,Unit,
pm,Picometer,0,,1.0,APPROVED,picometer,9629,picometer,Unit,UCUM,pm,19700101,20991231,,Unit,
pmol/dL,Picomoles per Deciliter,0,,0.8942201137542725,UNCHECKED,picomole per deciliter,9631,picomole per deciliter,Unit,UCUM,pmol/dL,19700101,20991231,,Unit,
pmol/umol,Picomoles per Micromole,0,,0.8408538103103638,UNCHECKED,picomole per micromole,9633,picomole per micromole,Unit,UCUM,pmol/umol,19700101,20991231,,Unit,
pmol/mL,Picomoles per Milliliter,0,,0.9026926755905151,UNCHECKED,picomole per milliliter,9632,picomole per milliliter,Unit,UCUM,pmol/mL,19700101,20991231,,Unit,
[pnt],Point,0,,1.0,APPROVED,point,9384,point,Unit,UCUM,[pnt],19700101,20991231,,Unit,
P,Poise,0,,1.0,APPROVED,poise,9622,poise,Unit,UCUM,P,19700101,20991231,,Unit,
[rd_us],Rod,0,,0.3189188539981842,UNCHECKED,square rod,9408,square rod,Unit,UCUM,[srd_us],19700101,20991231,,Unit,
T,Tesla,0,,1.0,APPROVED,tesla,9646,tesla,Unit,UCUM,T,19700101,20991231,,Unit,
V,Volt,0,,1.0,APPROVED,volt,9677,volt,Unit,UCUM,V,19700101,20991231,,Unit,
10*6/mL,Million per Milliliter,0,,0.9311076402664185,APPROVED,million per milliliter,8816,million per milliliter,Unit,UCUM,10*6/mL,19700101,20991231,,Unit,
10*9/uL,Billion per Microliter,0,,0.9950577616691589,APPROVED,billion per microliter,9446,billion per microliter,Unit,UCUM,10*9/uL,19700101,20991231,,Unit,
10*9/mL,Billion per Milliliter,0,,0.9378540515899658,APPROVED,billion per milliliter,9445,billion per milliliter,Unit,UCUM,10*9/mL,19700101,20991231,,Unit,
